SECCION,CASILLA,LOCALIDAD,DOMICILIO
3095,B1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, CIRCUITO ARCILLA, 134, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CIRCUITO SILVANITA Y CALLE AMBAR"
3095,C1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, CIRCUITO ARCILLA, 136 A, VILLAS DE SAN JUAN II, 37295, LEóN, GUANAJUATO., ENTRE CIRCUITO SILVANITA Y CALLE AMBAR"
3096,B1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, CIRCUITO AZUNITA, 148 A, VILLAS DE SAN JUAN II, 37234, LEóN, GUANAJUATO., ENTRE CIRCUITO BIENDA Y CIRCUITO CIRCONEO"
3096,C1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, MIMETITA, 412, VILLAS DE SAN JUAN II, 37234, LEóN, GUANAJUATO., ENTRE CIRCUITO BIENDA Y CIRCUITO CIRCONEO"
3097,B1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, MADRE CASTóSIMA, 114, VILLAS DE NUESTRA SEñORA DE LA LUZ II, 37295, LEóN, GUANAJUATO., ENTRE CALLE REJALGAR Y CALLE SANTA MADRE DE DIOS"
3098,B1,VILLAS DE SAN JUAN,"ESCUELA PRIMARIA HILARIO MEDINA, SANTA MADRE DE DIOS, 344, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO. , ESQUINA MADRE INMACULADA ENTRANDO POR BOULEVARD SIGLO XXI"
3098,C1,VILLAS DE SAN JUAN,"ESCUELA PRIMARIA HILARIO MEDINA, SANTA MADRE DE DIOS, 344, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO. , ESQUINA MADRE INMACULADA ENTRANDO POR BOULEVARD SIGLO XXI"
3099,B1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, CIRCUITO PILIBASITA, 105, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO PILIBASITA ENTRE CALLE AMBAR Y CIRCUITO ANDALUCITA"
3099,C1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, CIRCUITO PILIBASITA, 132, VILLAS DE SAN JUAN, 37295, LEóN GUANAJUATO., ENTRE CALLE AMBAR Y CIRCUITO ANDALUCITA"
3100,B1,VILLAS DE SAN JUAN,"ESCUELA SECUNDARIA GENERAL 21, AMBAR, 322, VILLAS DE SAN JUAN II, 37295, LEóN, GUANAJUATO., ENTRE CALLE PILIBASITA Y CALLE MINIO"
3100,C1,VILLAS DE SAN JUAN,"ESCUELA SECUNDARIA GENERAL 21, AMBAR, 322, VILLAS DE SAN JUAN II, 37295, LEóN, GUANAJUATO., ENTRE CALLE PILIBASITA Y CALLE MINIO"
3101,B1,VILLAS DE SAN JUAN,"DOMICILIO PARTICULAR, BOULEVARD GALENA, 522 A, VILLAS DE SAN JUAN II, 37295, LEóN, GUANAJUATO., ENTRE CALLE GRAFITO Y CALLE MIMETITA"
3131,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, CIRCUITO BRISAS DE LA BAHIA, SIN NÚMERO, BRISAS DEL PEDREGAL, 37295, LEóN, GUANAJUATO. , INTERIOR DEL CIRCUITO, ENTRE CALLE BRISA DEL SOL Y CALLE BRISA DEL CENIT, EN LA CANCHA DEPORTIVA"
3131,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, CIRCUITO BRISAS DE LA BAHIA, SIN NÚMERO, BRISAS DEL PEDREGAL, 37295, LEóN, GUANAJUATO. , INTERIOR DEL CIRCUITO, ENTRE CALLE BRISA DEL SOL Y CALLE BRISA DEL CENIT, EN LA CANCHA DEPORTIVA"
3131,C2,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, CIRCUITO BRISAS DE LA BAHIA, SIN NÚMERO, BRISAS DEL PEDREGAL, 37295, LEóN, GUANAJUATO. , INTERIOR DEL CIRCUITO, ENTRE CALLE BRISA DEL SOL Y CALLE BRISA DEL CENIT, EN LA CANCHA DEPORTIVA"
3132,B1,SAN JOSE DE LOS TANQUES,"DOMICILIO PARTICULAR, DEL ATAJO, 642 A, FRACCIONES DE AGUA AZUL, 37290, LEóN, GUANAJUATO., ENTRE CALLE DEL TORBELLINO Y CALLE TURBIóN"
3132,C1,SAN JOSE DE LOS TANQUES,"DOMICILIO PARTICULAR, DEL TURBIóN, 126 A, FRACCIONES DE SANTA JULIA, 37290, LEóN, GUANAJUATO., ENTRE AVENIDA OLóMPICA Y CIRCUITO DEL VIENTO"
3132,C2,SAN JOSE DE LOS TANQUES,"DOMICILIO PARTICULAR, CIRCUITO DEL VIENTO, 112 A, FRACCIONES DE SANTA JULIA, 37290, LEóN, GUANAJUATO., DENTRO DE CIRCUITO DEL VIENTO A UN LADO DE CALLE DEL TURBIóN"
3133,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR., FRAY RAéL, 329, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE CALLE SOR CLARA Y CALLE FRAY ALBERTO"
3133,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR., FRAY RAéL, 329, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE CALLE SOR CLARA Y CALLE FRAY ALBERTO"
3134,B1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA FEDERAL JUVENTINO ROSAS, BRISAS DE SAN HIPóLITO, SIN NÚMERO, VALLE DE LA LUZ, 37297, LEóN, GUANAJUATO., ENTRE CALLE BRISAS DE SANTIAGO Y CALLE VALLE DE LA LUZ"
3134,C1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA FEDERAL JUVENTINO ROSAS, BRISAS DE SAN HIPóLITO, SIN NÚMERO, VALLE DE LA LUZ, 37297, LEóN, GUANAJUATO., ENTRE CALLE BRISAS DE SANTIAGO Y CALLE VALLE DE LA LUZ"
3134,C2,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA FEDERAL JUVENTINO ROSAS, BRISAS DE SAN HIPóLITO, SIN NÚMERO, VALLE DE LA LUZ, 37297, LEóN, GUANAJUATO., ENTRE CALLE BRISAS DE SANTIAGO Y CALLE VALLE DE LA LUZ"
3135,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE VERóNICA, 301, FRACCIONES SANGRE DE CRISTO, 37295, LEóN, GUANAJUATO. , ENTRE CALLE VILLAS DE HILDA Y BOULEVARD HACIENDAS DE LEóN"
3135,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE VERóNICA, 301, FRACCIONES SANGRE DE CRISTO, 37295, LEóN, GUANAJUATO. , ENTRE CALLE VILLAS DE HILDA Y BOULEVARD HACIENDAS DE LEóN"
3135,C2,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE VERóNICA, 301, FRACCIONES SANGRE DE CRISTO, 37295, LEóN, GUANAJUATO. , ENTRE CALLE VILLAS DE HILDA Y BOULEVARD HACIENDAS DE LEóN"
3135,C3,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE VERóNICA, 305 FRACCIONES SANGRE DE CRISTO, 37295, LEóN, GUANAJUATO, ENTRE CALLE VILLAS DE OBDULIA Y CALLE VILLAS DE GRISELDA"
3136,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, PIEDRA DE GRANITO, 704, PIEDRA AZUL II, 37295, LEóN, GUANAJUATO, ENTRE CALLE BRISAS DE SAN FERMIN Y CALLE BRISAS DE SAN FRANCISCO"
3136,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, PIEDRA DE GRANITO, 704, PIEDRA AZUL II, 37295, LEóN, GUANAJUATO, ENTRE CALLE BRISAS DE SAN FERMIN Y CALLE BRISAS DE SAN FRANCISCO"
3137,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, AVENIDA CIUDAD DE ASIS, 1942, AMPLIACIóN SAN FRANCISCO,37295, LEóN, GUANAJUATO., ENTRE VALLE DE SANTA INS Y BRISAS DE SAN HIPóLITO"
3137,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, AVENIDA CIUDAD DE ASIS, 1942, AMPLIACIóN SAN FRANCISCO,37295, LEóN, GUANAJUATO., ENTRE VALLE DE SANTA INS Y BRISAS DE SAN HIPóLITO"
3138,B1,JARDINES DE SAN JUAN,"DOMICILIO PARTICULAR, JARDóN DE LA ESPERANZA, 103 A, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE JARDIN DE LAS FUENTES Y BOULEVARD JARDIN REPéBLICA"
3138,C1,JARDINES DE SAN JUAN,"DOMICILIO PARTICULAR, JARDóN DE LA PAZ, 104 A, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE JARDIN DE LAS FUENTES Y BOULEVARD JARDIN REPéBLICA"
3139,B1,EX HDA.SAN JUAN DE OTATES,"DOMICILIO PARTICULAR, BOULEVARD HACIENDA LOS OTATES, 110, HACIENDA LOS OTATES, 37295, LEóN, GUANAJUATO., ENTRE AVENIDA VILLAS DE SAN JUAN Y HACIENDA PUERTA CAMPECHE"
3139,C1,EX HDA.SAN JUAN DE OTATES,"DOMICILIO PARTICULAR, HACIENDA DE MONTERO, 274, HACIENDA DE LOS OTATES, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD HACIENDA EL SAUZ Y HACIENDA SANTA LUCóA"
3140,B1,EX HDA.SAN JUAN DE OTATES,"CIPEC CENTRO DE INVESTIGACIóN Y PROMOCIóN EDUCATIVA Y CULTURAL A.C., BOULEVARD VILLAS DE SAN JUAN, 1210, VILLAS DE SAN JUAN, 37294, LEóN, GUANAJUATO., ENTRE BOULEVARD HACIENDA LOS OTATES Y EJE METROPOLITANO"
3140,C1,EX HDA.SAN JUAN DE OTATES,"CIPEC CENTRO DE INVESTIGACIóN Y PROMOCIóN EDUCATIVA Y CULTURAL A.C., BOULEVARD VILLAS DE SAN JUAN, 1210, VILLAS DE SAN JUAN, 37294, LEóN, GUANAJUATO., ENTRE BOULEVARD HACIENDA LOS OTATES Y EJE METROPOLITANO"
3140,C2,EX HDA.SAN JUAN DE OTATES,"CIPEC CENTRO DE INVESTIGACIóN Y PROMOCIóN EDUCATIVA Y CULTURAL A.C., BOULEVARD VILLAS DE SAN JUAN, 1210, VILLAS DE SAN JUAN, 37294, LEóN, GUANAJUATO., ENTRE BOULEVARD HACIENDA LOS OTATES Y EJE METROPOLITANO"
3141,B1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DE MARIA REINA, 205 A, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL NIñO OBRERITO Y BOULEVARD SIGLO XXI"
3141,C1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DEL CALVARIO, 101, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DE SAN JUAN BAUTISTA Y CALLE TEMPLO DE BELN"
3141,C2,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DE LA ASUNCIóN, 104 A, VILLAS DE NUESTRA SEñORA DE LA LUZ, 37295 LEóN, GUANAJUATO., ENTRE CALLE TEMPLO SAN JUAN BAUTISTA Y CALLE TAJO DE SANTANA"
3142,B1,JARDINES DE SAN JUAN,"ESCUELA PRIMARIA PETRA RIOS LONGORóA, JARDóN DEL SOL, SIN NÚMERO, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD JARDóN SAN µNGEL Y CALLE VALLE DE OTATES"
3142,C1,JARDINES DE SAN JUAN,"ESCUELA PRIMARIA PETRA RIOS LONGORóA, JARDóN DEL SOL, SIN NÚMERO, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD JARDóN SAN µNGEL Y CALLE VALLE DE OTATES"
3142,C2,JARDINES DE SAN JUAN,"ESCUELA PRIMARIA PETRA RIOS LONGORóA, JARDóN DEL SOL, SIN NÚMERO, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD JARDóN SAN µNGEL Y CALLE VALLE DE OTATES"
3142,C3,JARDINES DE SAN JUAN,"ESCUELA PRIMARIA PETRA RIOS LONGORóA, JARDóN DEL SOL, SIN NÚMERO, JARDINES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD JARDóN SAN µNGEL Y CALLE VALLE DE OTATES"
3143,B1,SANGRE DE CRISTO,"DOMICILIO PARTICULAR, BOSQUE ANDINO, 131, LOS BOSQUES, 37295, LEóN, GUANAJUATO., ENTRE CALLE AVENIDA OLóMPICA Y CALLE BOSQUE CARIBEñO"
3143,C1,SANGRE DE CRISTO,"DOMICILIO PARTICULAR, BOSQUE ANDINO, 132, LOS BOSQUES, 37295, LEóN, GUANAJUATO., ENTRE CALLE BOSQUE CARIBEñO Y AVENIDA OLóMPICA"
3143,C2,SANGRE DE CRISTO,"DOMICILIO PARTICULAR, BOSQUE ANDINO, 132, LOS BOSQUES, 37295, LEóN, GUANAJUATO., ENTRE CALLE BOSQUE CARIBEñO Y AVENIDA OLóMPICA"
3143,S1,LOMA VERDE,"MULZA OUTLET DEL CALZADO, BOULEVARD AEROPUERTO, 843, PREDIO SANTA ANITA, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD DELTA Y AVENIDA CIUDAD ASóS"
3144,B1,SANGRE DE CRISTO,"DOMICILIO PARTICULAR, AVENIDA CIUDAD ASóS, 111, SANGRE DE CRISTO, 37295, LEóN, GUANAJUATO. , ENTRE CALLE SANTA INQUISICIóN Y CALLE BOSQUE CARIBEñO"
3144,C1,SAN FRANCISCO 1a SECC.,"DOMICILIO PARTICULAR, AVENIDA CIUDAD ASóS, 318, SAN FRANCISCO DE ASóS, 37295, LEóN, GUANAJUATO., ENTRE CALLE SANTA INQUISICIóN Y CALLE BOSQUE CARIBEñO"
3145,B1,SAN FRANCISCO 1a SECC.,"ESCUELA PRIMARIA GENERAL FRANCISCO VILLA, FRANCISCANOS, 230, SAN FRANCISCO DE ASóS, 37295, LEóN, GUANAJUATO., ENTRE AVENIDA CIUDAD ASIS Y CALLE HONORIO III"
3145,C1,SAN FRANCISCO 1a SECC.,"ESCUELA PRIMARIA GENERAL FRANCISCO VILLA, FRANCISCANOS, 230, SAN FRANCISCO DE ASóS, 37295, LEóN, GUANAJUATO., ENTRE AVENIDA CIUDAD ASIS Y CALLE HONORIO III"
3146,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, 16 DE JULIO, 526, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE AVENIDA OLóMPICA Y CALLE FRAY BERNARDO"
3146,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, 16 DE JULIO, 525, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE AVENIDA OLóMPICA Y CALLE FRAY BERNARDO"
3147,B1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA JOSE ROSAS MORENO, AVENIDA DE LAS VILLAS, 115, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE CALLE FRAY RICARDO Y CALLE FRAY NOE"
3147,C1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA JOSE ROSAS MORENO, AVENIDA DE LAS VILLAS, 115, AMPLIACIóN SAN FRANCISCO, 37295, LEóN, GUANAJUATO., ENTRE CALLE FRAY RICARDO Y CALLE FRAY NOE"
3148,B1,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C1,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C2,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C3,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C4,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C5,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3148,C6,RANCHO ALEGRE,"FRACCIONAMIENTO EL DORADO, PARQUE DE LOS MEZQUITES, SIN NÚMERO, FRACCIONAMIENTO EL DORADO, 37590, LEóN, GUANAJUATO., DENTRO DEL CIRCUITO EL DORADO EN µREA COMéN"
3149,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, DELTA DE SAN JUAN, 233, VILLAS DE SAN JUAN II, 37295, LEóN, GUANAJUATO., ENTRE CALLE PROVINCIA DE SAN JUAN Y CALLE ESTACIóN DE SAN JUAN"
3149,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, DELTA DE SAN JUAN, 241, VILLAS DE SAN JUAN, 37295, LEóN GUANAJUATO., ENTRE CALLE ESTACIóN DE SAN JUAN Y CALLE PROVIDENCIA DE SAN JUAN"
3150,B1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA SENTIMIENTOS DE LA NACIóN , ALTAR DE SAN JUAN, SIN NÚMERO, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD CONSTELACIONES DE SAN JUAN Y BOULEVARD VILLAS DE SAN JUAN"
3150,C1,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA SENTIMIENTOS DE LA NACIóN , ALTAR DE SAN JUAN, SIN NÚMERO, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD CONSTELACIONES DE SAN JUAN Y BOULEVARD VILLAS DE SAN JUAN"
3150,C2,SAN FRANCISCO 2a SECC.,"ESCUELA PRIMARIA SENTIMIENTOS DE LA NACIóN , ALTAR DE SAN JUAN, SIN NÚMERO, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD CONSTELACIONES DE SAN JUAN Y BOULEVARD VILLAS DE SAN JUAN"
3151,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, ALTAR DE SAN JUAN, 138, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE FARO DE SAN JUAN Y CALLE MURALLA DE SAN JUAN"
3151,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, ALTAR DE SAN JUAN 102, VILLAS DE SAN JUAN, 37295, LEóN GUANAJUATO., ENTRE CALLE FARO DE SAN JUAN Y LA CALLE MURALLA DE SAN JUAN"
3151,C2,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, FARO DE SAN JUAN, 411, VILLAS DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE ALTAR DE SAN JUAN Y CALLE ALMENA DE SAN JUAN"
3152,B1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE MA. LUISA, 209,VILLAS DEL ROCIO, 37295, LEóN, GUANAJUATO., ENTRE CALLE VILLAS DE GLORIA Y CALLE VILLAS DE VERóNICA"
3152,C1,SAN FRANCISCO 2a SECC.,"DOMICILIO PARTICULAR, VILLAS DE MA. LUISA, 203, VILLAS DEL ROCIO, 37295, LEóN, GUANAJUATO., ENTRE CALLE VILLAS DE LA GLORIA Y CALLE VILLAS DE VERóNICA"
3153,B1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DE SAN FELIPE NERI, 126, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DE SAN JUAN BAUTISTA Y BOULEVARD SIGLO XXI"
3153,C1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DE SAN FELIPE NERI, 105 A, VILLAS DE NUESTRA SEñORA DE LA LUZ III, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD SIGLO XXI Y CALLE TEMPLO DE SAN JUAN BAUTISTA"
3153,C2,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"DOMICILIO PARTICULAR, TEMPLO DE SAN FELIPE NERI, 126 A, VILLAS DE LA LUZ, 37295, LEóN, GUANAJUATO., ENTRE BOULEVARD SIGLO XXI Y CALLE TEMPLO DE SAN JUAN BAUTISTA"
3154,B1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"µREA COMéN, BOULEVARD SIGLO XXI, 1024, PARQUES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL ESPIRITU SANTO Y CIRCUITO PARQUE GALAPAGOS."
3154,C1,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"µREA COMéN, BOULEVARD SIGLO XXI, 1024, PARQUES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL ESPIRITU SANTO Y CIRCUITO PARQUE GALAPAGOS."
3154,C2,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"µREA COMéN, BOULEVARD SIGLO XXI, 1022, PARQUES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL ESPIRITU SANTO Y CIRCUITO GALAPAGOS"
3154,C3,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"µREA COMéN, BOULEVARD SIGLO XXI, 1022, PARQUES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL ESPIRITU SANTO Y CIRCUITO GALAPAGOS"
3154,C4,VILLAS DE NUESTRA SEñORA DE LA LUZ III,"µREA COMéN, BOULEVARD SIGLO XXI, 1022, PARQUES DE SAN JUAN, 37295, LEóN, GUANAJUATO., ENTRE CALLE TEMPLO DEL ESPIRITU SANTO Y CIRCUITO GALAPAGOS"
3224,B1,LEON,"LUGAR PéBLICO ADMINISTRACIóN PUNTA ESMERALDA, BOULEVARD LOMAS PUNTA DEL ESTE, 802, FRACCIONAMIENTO LOMAS PUNTA DEL ESTE, 37296, LEóN, GUANAJUATO, EN ACCESO A CLUSTER PUNTA ESMERALDA"
3224,C1,LEON,"LUGAR PéBLICO ADMINISTRACIóN PUNTA ESMERALDA, BOULEVARD LOMAS PUNTA DEL ESTE, 802, FRACCIONAMIENTO LOMAS PUNTA DEL ESTE, 37296, LEóN, GUANAJUATO, EN ACCESO A CLUSTER PUNTA ESMERALDA"
3224,C2,LEON,"LUGAR PéBLICO ADMINISTRACIóN PUNTA ESMERALDA, BOULEVARD LOMAS PUNTA DEL ESTE, 802, FRACCIONAMIENTO LOMAS PUNTA DEL ESTE, 37296, LEóN, GUANAJUATO, EN ACCESO A CLUSTER PUNTA ESMERALDA"
3225,B1,LEON,"LUGAR PéBLICO , SIERRA DE CORUPIRA, SIN NÚMERO, HACIENDA SANTA FE, 37296, LEóN, GUANAJUATO., ADMINISTRACIóN JARDINES DE SANTA FE, ENTRE CALLE CAMINO A ALFARO Y AVENIDA PASEO MAGISTERIAL"
3225,C1,LEON,"LUGAR PéBLICO , SIERRA DE CORUPIRA, SIN NÚMERO, HACIENDA SANTA FE, 37296, LEóN, GUANAJUATO., ADMINISTRACIóN JARDINES DE SANTA FE, ENTRE CALLE CAMINO A ALFARO Y AVENIDA PASEO MAGISTERIAL"
3225,C2,LEON,"LUGAR PéBLICO , SIERRA DE CORUPIRA, SIN NÚMERO, HACIENDA SANTA FE, 37296, LEóN, GUANAJUATO., ADMINISTRACIóN JARDINES DE SANTA FE, ENTRE CALLE CAMINO A ALFARO Y AVENIDA PASEO MAGISTERIAL"
3226,B1,SAN JOSE DEL POTRERO,"ESCUELA PRIMARIA ALBINO GARCóA., BOULEVARD JUAN ALONSO DE TORRES, SIN NÚMERO, SAN JOS DEL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CAMINO PRESA EL SALTO SOBRE EL BOULEVARD JUAN ALONSO DE TORRES"
3226,C1,SAN JOSE DEL POTRERO,"ESCUELA PRIMARIA ALBINO GARCóA., BOULEVARD JUAN ALONSO DE TORRES, SIN NÚMERO, SAN JOS DEL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CAMINO PRESA EL SALTO SOBRE EL BOULEVARD JUAN ALONSO DE TORRES"
3226,C2,SAN JOSE DEL POTRERO,"ESCUELA PRIMARIA ALBINO GARCóA., BOULEVARD JUAN ALONSO DE TORRES, SIN NÚMERO, SAN JOS DEL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CAMINO PRESA EL SALTO SOBRE EL BOULEVARD JUAN ALONSO DE TORRES"
3227,B1,DESARROLLO EL POTRERO,"CENTRO DE CAPACITACIóN EN ALTA TECNOLOGóA PLANTEL IECA LEóN, POTRERO DE TEPACA, 501 A, DESARROLLO EL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CALLE SAN JOS DEL POTREO Y CALLE SAN JOS DE CORRALES"
3227,C1,DESARROLLO EL POTRERO,"CENTRO DE CAPACITACIóN EN ALTA TECNOLOGóA PLANTEL IECA LEóN, POTRERO DE TEPACA, 501 A, DESARROLLO EL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CALLE SAN JOS DEL POTREO Y CALLE SAN JOS DE CORRALES"
3228,B1,DESARROLLO EL POTRERO,"SABES EL VERGEL, POTRERO DE TEPACA, SIN NÚMERO, DESARROLLO DEL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CALLE POTRERO DE ENMEDIO Y CALLE SAN JOS DEL POTRERO"
3228,C1,DESARROLLO EL POTRERO,"SABES EL VERGEL, POTRERO DE TEPACA, SIN NÚMERO, DESARROLLO DEL POTRERO, 37296, LEóN, GUANAJUATO., ENTRE CALLE POTRERO DE ENMEDIO Y CALLE SAN JOS DEL POTRERO"
3229,B1,DESARROLLO EL POTRERO,"DOMICILIO PARTICULAR, VóA DE LOS CLAVELES, 1636, DESAROLLO EL POTRERIO, 37296, LEóN, GUANAJUATO., ENTRE CALLE GIBERTO PALACIOS DE LA ROSA Y CALLE POTRERIO DE TEPACA"
3229,C1,DESARROLLO EL POTRERO,"DOMICILIO PARTICULAR, VóA DE LOS CLAVELES, 1636, DESAROLLO EL POTRERIO, 37296, LEóN, GUANAJUATO., ENTRE CALLE GIBERTO PALACIOS DE LA ROSA Y CALLE POTRERIO DE TEPACA"
